City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Ozerne,UA,2022-04-14 08:21:13,50.1782,28.7338,49.26,59,15,11.54
68,Nisia Floresta,BR,2022-04-14 08:21:14,-6.0911,-35.2086,75.58,90,87,3.47
69,Santa Rosa,PH,2022-04-14 08:21:14,14.3122,121.1114,92.08,60,59,9.42
70,Totness,SR,2022-04-14 08:21:15,5.8833,-56.3167,75.6,89,62,9.89
71,Hobart,AU,2022-04-14 08:21:16,-42.8794,147.3294,63.01,67,75,1.14
72,Bethel,US,2022-04-14 08:17:09,41.3712,-73.414,60.4,90,78,3.74
73,Monteagudo,BO,2022-04-14 08:21:16,-19.8167,-63.9833,60.55,99,100,4.16
74,Torbay,CA,2022-04-14 08:21:17,47.6666,-52.7314,33.58,85,100,23.02
75,Kavaratti,IN,2022-04-14 08:21:17,10.5669,72.642,80.29,81,100,13.33
76,Ushuaia,AR,2022-04-14 08:18:11,-54.8,-68.3,47.86,53,0,11.5
77,Faanui,PF,2022-04-14 08:21:18,-16.4833,-151.75,81.45,75,17,18.52
78,Rundu,NA,2022-04-14 08:21:19,-17.9333,19.7667,75.92,54,100,3.56
79,Seymchan,RU,2022-04-14 08:21:20,62.8833,152.4333,16.74,84,100,8.1
80,Cape Town,ZA,2022-04-14 08:20:05,-33.9258,18.4232,65.12,71,20,19.57
81,Stonehaven,GB,2022-04-14 08:21:20,56.9637,-2.2118,47.23,85,99,0.92
82,Saskylakh,RU,2022-04-14 08:21:21,71.9167,114.0833,1.35,92,90,10.07
83,Sheridan,US,2022-04-14 08:21:22,44.8333,-106.9173,12.31,71,0,10.36
84,Mataura,NZ,2022-04-14 08:21:22,-46.1927,168.8643,55.47,92,62,2.46
85,Ponta Do Sol,PT,2022-04-14 08:21:23,32.6667,-17.1,63.72,82,0,2.93
86,Qasigiannguit,GL,2022-04-14 08:21:24,68.8193,-51.1922,16.05,98,100,4.7
87,Iquitos,PE,2022-04-14 08:21:24,-3.7481,-73.2472,75.24,100,100,2.3
88,Amarillo,US,2022-04-14 08:21:25,35.222,-101.8313,40.23,36,0,13.8
89,Bredasdorp,ZA,2022-04-14 08:21:26,-34.5322,20.0403,63.43,76,100,6.85
90,Lebu,CL,2022-04-14 08:21:26,-37.6167,-73.65,49.46,80,0,6.64
91,Guerrero Negro,MX,2022-04-14 08:21:27,27.9769,-114.0611,58.6,79,6,12.06
92,Saint-Philippe,RE,2022-04-14 08:21:28,-21.3585,55.7679,84.22,89,64,16.89
93,Havre,FR,2022-04-14 08:22:29,49.5833,0.3333,61.2,72,100,2.3
94,Okhotsk,RU,2022-04-14 08:22:29,59.3833,143.3,28.27,77,14,8.99
95,Cidreira,BR,2022-04-14 08:22:30,-30.1811,-50.2056,65.62,68,100,13.29
96,Launceston,AU,2022-04-14 08:22:31,-41.45,147.1667,61.16,79,98,10.36
97,Tuktoyaktuk,CA,2022-04-14 08:22:31,69.4541,-133.0374,-15.3,100,91,5.97
98,Amapa,BR,2022-04-14 08:22:32,1.0,-52.0,71.56,100,100,1.07
99,Izhma,RU,2022-04-14 08:22:33,65.0083,53.9113,32.23,74,100,15.43
100,Butaritari,KI,2022-04-14 08:22:33,3.0707,172.7902,81.5,78,22,12.64
101,Verkhoyansk,RU,2022-04-14 08:22:34,67.5447,133.385,24.89,87,100,5.32
102,Bluff,NZ,2022-04-14 08:22:34,-46.6,168.3333,55.8,79,44,23.69
103,Ribeira Brava,PT,2022-04-14 08:22:35,32.65,-17.0667,63.72,83,0,3.04
104,Jian,CN,2022-04-14 08:22:35,27.1172,114.9793,68.95,67,99,8.1
105,Jasrana,IN,2022-04-14 08:22:36,27.25,78.6833,106.93,8,0,14.0
106,Thompson,CA,2022-04-14 08:22:37,55.7435,-97.8558,3.36,72,100,17.27
107,Dwarka,IN,2022-04-14 08:22:37,22.2394,68.9678,85.69,57,0,12.46
108,Bogorodskoye,RU,2022-04-14 08:22:38,56.55,37.8833,41.97,71,17,10.8
109,Formosa Do Rio Preto,BR,2022-04-14 08:22:38,-11.0483,-45.1931,71.53,88,99,3.15
110,Leningradskiy,RU,2022-04-14 08:22:39,69.3833,178.4167,6.19,96,100,12.66
111,Hualmay,PE,2022-04-14 08:22:40,-11.0964,-77.6139,65.39,86,88,6.71
112,Balabag,PH,2022-04-14 08:22:41,11.97,121.9192,82.44,74,99,12.01
113,Kokopo,PG,2022-04-14 08:22:41,-4.352,152.2633,81.3,76,99,6.8
114,Acari,PE,2022-04-14 08:22:42,-15.4311,-74.6158,66.42,81,42,3.31
115,Broome,US,2022-04-14 08:22:42,42.2506,-75.833,65.8,68,0,5.99
116,Bonthe,SL,2022-04-14 08:22:43,7.5264,-12.505,78.64,83,99,4.23
117,George,ZA,2022-04-14 08:22:43,-33.963,22.4617,62.15,100,100,5.75
118,Kedrovyy,RU,2022-04-14 08:22:44,56.1667,91.8167,52.21,46,5,7.76
119,Lahaina,US,2022-04-14 08:22:44,20.8783,-156.6825,74.8,85,79,9.75
120,Buraydah,SA,2022-04-14 08:22:17,26.326,43.975,91.85,13,100,11.72
121,Lavrentiya,RU,2022-04-14 08:22:45,65.5833,-171.0,28.72,98,100,11.16
122,Dikson,RU,2022-04-14 08:22:46,73.5069,80.5464,26.4,81,100,4.63
123,Ucluelet,CA,2022-04-14 08:22:47,48.9329,-125.5528,37.09,90,100,6.8
124,Taree,AU,2022-04-14 08:22:48,-31.9,152.4667,66.13,82,40,3.44
125,Severo-Yeniseyskiy,RU,2022-04-14 08:21:19,60.3725,93.0408,34.77,91,100,13.24
126,Marawi,PH,2022-04-14 08:22:49,7.9986,124.2928,73.49,90,94,1.95
127,Longyearbyen,SJ,2022-04-14 08:22:50,78.2186,15.6401,17.44,79,40,10.36
128,Grindavik,IS,2022-04-14 08:22:50,63.8424,-22.4338,46.87,93,100,34.52
129,Tiksi,RU,2022-04-14 08:22:51,71.6872,128.8694,5.72,94,100,10.89
130,Sao Joao Da Barra,BR,2022-04-14 08:22:51,-21.6403,-41.0511,75.27,92,11,4.03
131,Nyuzen,JP,2022-04-14 08:22:52,36.9333,137.5,51.73,96,100,5.68
132,Port Elizabeth,ZA,2022-04-14 08:22:48,-33.918,25.5701,71.89,72,20,16.11
133,Hilo,US,2022-04-14 08:22:54,19.7297,-155.09,72.25,93,0,0.0
134,Petatlan,MX,2022-04-14 08:22:54,17.5167,-101.2667,73.74,80,100,1.59
135,Ilebo,CD,2022-04-14 08:22:55,-4.3167,20.5833,81.81,70,100,3.18
136,Fairbanks,US,2022-04-14 08:20:21,64.8378,-147.7164,35.24,68,0,1.01
137,Shimoda,JP,2022-04-14 08:22:56,34.6667,138.95,53.96,88,97,19.82
138,Hopkinsville,US,2022-04-14 08:22:56,36.8656,-87.4886,48.61,90,100,5.01
139,Lompoc,US,2022-04-14 08:23:57,34.6391,-120.4579,45.93,78,0,25.99
140,Igarka,RU,2022-04-14 08:23:57,67.4667,86.5833,32.22,93,100,4.45
141,Hofn,IS,2022-04-14 08:23:58,64.2539,-15.2082,44.82,97,100,15.43
142,Grand Gaube,MU,2022-04-14 08:23:59,-20.0064,57.6608,84.38,77,4,11.01
143,Ratnagiri,IN,2022-04-14 08:23:59,16.9833,73.3,88.12,57,100,7.87
144,Fort Nelson,CA,2022-04-14 08:24:00,58.8053,-122.7002,9.99,67,0,3.44
145,Georgetown,MY,2022-04-14 08:24:00,5.4112,100.3354,89.53,72,20,5.75
146,Kantunilkin,MX,2022-04-14 08:24:01,21.0917,-87.45,72.82,97,17,3.58
147,Flinders,AU,2022-04-14 08:24:01,-34.5833,150.8552,68.18,80,22,1.99
148,Banda Aceh,ID,2022-04-14 08:24:02,5.5577,95.3222,86.4,66,77,10.0
149,Coihaique,CL,2022-04-14 08:24:02,-45.5752,-72.0662,44.55,87,0,6.91
150,Kaltasy,RU,2022-04-14 08:24:03,55.9693,54.8032,41.56,98,96,7.83
151,El Cobre,CU,2022-04-14 08:24:03,20.0489,-75.9469,72.84,94,20,4.61
152,Kamenka,RU,2022-04-14 08:24:04,51.3223,42.7678,45.77,92,100,2.68
153,Waynesboro,US,2022-04-14 08:24:05,38.0685,-78.8895,66.78,63,0,11.5
154,Kimbe,PG,2022-04-14 08:24:06,-5.5502,150.1429,80.71,81,100,2.1
155,Charlestown,AU,2022-04-14 08:24:07,-32.95,151.6667,70.74,73,2,3.0
156,Ilulissat,GL,2022-04-14 08:24:08,69.2167,-51.1,15.82,73,40,17.27
157,Trapani,IT,2022-04-14 08:24:08,37.8333,12.6667,68.27,51,20,4.61
158,Bac,RS,2022-04-14 08:24:09,45.3919,19.2367,59.0,43,0,3.98
159,Urusha,RU,2022-04-14 08:24:10,54.05,122.9,39.22,41,100,10.38
160,Caravelas,BR,2022-04-14 08:24:11,-17.7125,-39.2481,73.2,95,71,5.32
161,Paungde,MM,2022-04-14 08:24:11,18.4833,95.5,105.22,19,6,6.38
162,Sao Filipe,CV,2022-04-14 08:24:12,14.8961,-24.4956,69.75,78,2,10.92
163,Vilyuysk,RU,2022-04-14 08:24:13,63.7553,121.6247,32.07,98,100,5.86
164,Glenwood Springs,US,2022-04-14 08:24:14,39.5505,-107.3248,23.92,78,100,14.97
165,Tanete,ID,2022-04-14 08:24:14,-3.9443,119.7848,89.83,54,50,3.85
166,Sayyan,YE,2022-04-14 08:24:15,15.1718,44.3244,72.86,12,5,13.09
167,Vila Velha,BR,2022-04-14 08:19:42,-20.3297,-40.2925,75.94,93,0,2.3
168,Zhanaozen,KZ,2022-04-14 08:24:16,43.3,52.8,61.3,38,6,10.33
169,Pacific Grove,US,2022-04-14 08:24:17,36.6177,-121.9166,52.43,76,20,4.61
170,Sechura,PE,2022-04-14 08:24:17,-5.5569,-80.8222,68.45,78,97,11.48
171,Isangel,VU,2022-04-14 08:24:18,-19.55,169.2667,80.31,80,7,5.53
172,Prince George,CA,2022-04-14 08:20:08,53.9166,-122.753,22.44,58,0,11.5
173,Karakol,KG,2022-04-14 08:24:19,42.4907,78.3936,54.34,60,100,7.07
174,Muncar,ID,2022-04-14 08:24:19,-8.4333,114.3333,86.11,66,21,7.65
175,Muros,ES,2022-04-14 08:24:20,42.7762,-9.0603,55.08,76,100,0.74
176,Richards Bay,ZA,2022-04-14 08:24:21,-28.783,32.0377,77.85,65,1,5.99
177,Peniche,PT,2022-04-14 08:24:22,39.3558,-9.3811,59.11,87,12,12.62
178,Sao Miguel Do Araguaia,BR,2022-04-14 08:24:22,-13.275,-50.1628,71.69,91,63,4.27
179,Isiolo,KE,2022-04-14 08:24:23,0.3546,37.5822,84.96,43,43,10.47
180,Alvand,IR,2022-04-14 08:24:24,36.3187,49.1678,64.65,11,100,15.55
181,Tilichiki,RU,2022-04-14 08:24:25,60.4667,166.1,22.17,94,100,5.3
182,Espinosa,BR,2022-04-14 08:24:25,-14.9261,-42.8192,69.39,87,28,1.95
183,Bukene,TZ,2022-04-14 08:25:26,-4.2333,32.8833,80.02,53,45,7.36
184,Norman Wells,CA,2022-04-14 08:25:27,65.282,-126.8329,19.44,86,100,9.22
185,Abonnema,NG,2022-04-14 08:25:27,4.7084,6.7931,80.89,88,100,7.16
186,Akyab,MM,2022-04-14 08:25:28,20.15,92.9,87.28,64,36,11.61
187,Poum,NC,2022-04-14 08:25:29,-20.2333,164.0167,78.48,77,16,8.48
188,Trairi,BR,2022-04-14 08:25:29,-3.2778,-39.2689,73.98,92,93,2.13
189,Mirnyy,RU,2022-04-14 08:25:30,62.5353,113.9611,35.24,86,100,11.01
190,Benguela,AO,2022-04-14 08:25:30,-12.5763,13.4055,82.72,68,20,1.34
191,Troitsko-Pechorsk,RU,2022-04-14 08:25:31,62.7084,56.1964,35.76,100,100,7.99
192,Batagay-Alyta,RU,2022-04-14 08:25:32,67.8006,130.4114,17.06,86,100,5.53
193,Vaini,TO,2022-04-14 08:25:32,-21.2,-175.2,78.96,94,20,9.22
194,Tasiilaq,GL,2022-04-14 08:25:33,65.6145,-37.6368,28.56,92,100,5.53
195,Townsville,AU,2022-04-14 08:25:34,-19.25,146.8,79.68,65,2,17.27
196,Vostok,RU,2022-04-14 08:25:34,46.4856,135.8833,37.72,66,96,8.03
197,Pevek,RU,2022-04-14 08:25:35,69.7008,170.3133,7.3,90,100,3.4
198,Te Anau,NZ,2022-04-14 08:25:36,-45.4167,167.7167,51.03,86,49,3.15
199,Carutapera,BR,2022-04-14 08:25:36,-1.195,-46.02,75.99,92,96,5.12
200,Lazaro Cardenas,MX,2022-04-14 08:24:26,17.9583,-102.2,75.99,82,100,1.72
201,Kijang,KR,2022-04-14 08:25:37,35.2442,129.2139,55.13,75,100,21.09
202,Koygorodok,RU,2022-04-14 08:25:38,60.445,50.9968,35.17,83,100,8.72
203,Fayaoue,NC,2022-04-14 08:25:38,-20.65,166.5333,79.0,79,39,9.66
204,Yulara,AU,2022-04-14 08:25:39,-25.2406,130.9889,96.64,14,9,5.75
205,Shenjiamen,CN,2022-04-14 08:25:40,29.9576,122.298,57.52,94,100,23.91
206,Bahia Blanca,AR,2022-04-14 08:25:40,-38.7196,-62.2724,52.07,71,0,4.92
207,Niono,ML,2022-04-14 08:25:41,14.2526,-5.993,90.39,10,69,7.99
208,Ribeira Grande,PT,2022-04-14 08:25:42,38.5167,-28.7,61.2,67,20,16.11
209,Cabo San Lucas,MX,2022-04-14 08:20:42,22.8909,-109.9124,70.52,66,9,5.61
210,Asau,RO,2022-04-14 08:25:43,46.4333,26.4,54.52,49,40,4.79
211,Sidi Ali,DZ,2022-04-14 08:25:43,36.0998,0.4206,54.09,92,100,31.21
212,Saint-Georges,GD,2022-04-14 08:25:44,12.0564,-61.7485,78.48,78,20,12.66
213,Rio De Janeiro,BR,2022-04-14 08:23:08,-22.9028,-43.2075,75.99,66,100,9.22
214,Urengoy,RU,2022-04-14 08:25:45,65.9667,78.3667,32.94,100,100,9.13
215,Khatanga,RU,2022-04-14 08:25:45,71.9667,102.5,8.46,89,100,11.48
216,Pisco,PE,2022-04-14 08:25:46,-13.7,-76.2167,62.65,88,0,8.05
217,Vestmannaeyjar,IS,2022-04-14 08:25:47,63.4427,-20.2734,45.59,100,100,40.29
218,Chenzhou,CN,2022-04-14 08:25:47,25.8,113.0333,71.19,68,84,6.8
219,Kieta,PG,2022-04-14 08:25:48,-6.2167,155.6333,79.56,82,85,5.91
220,Talikota,IN,2022-04-14 08:25:49,16.4833,76.3167,97.38,26,85,3.67
221,Shimoni,KE,2022-04-14 08:25:50,-4.6476,39.3817,84.02,71,89,11.61
222,Turinskaya Sloboda,RU,2022-04-14 08:25:50,57.6232,64.3858,45.55,97,97,9.46
223,Avanigadda,IN,2022-04-14 08:25:51,16.0215,80.9181,98.22,36,42,12.77
224,Poopo,BO,2022-04-14 08:26:52,-18.3667,-66.9667,38.61,24,2,0.76
225,Loralai,PK,2022-04-14 08:26:53,30.3705,68.598,83.75,5,0,7.27
226,Entre Rios,BR,2022-04-14 08:26:53,-11.9419,-38.0844,70.09,98,16,3.29
227,Aykhal,RU,2022-04-14 08:26:54,66.0,111.5,27.12,87,99,20.36
228,Bubaque,GW,2022-04-14 08:26:55,11.2833,-15.8333,74.34,67,52,11.97
229,Arman,RU,2022-04-14 08:26:55,59.7,150.1667,28.02,72,100,3.24
230,Nome,US,2022-04-14 08:26:56,64.5011,-165.4064,34.16,86,100,11.5
231,Faya,SA,2022-04-14 08:26:56,18.3851,42.4509,78.91,20,0,6.04
232,Mar Del Plata,AR,2022-04-14 08:24:42,-38.0023,-57.5575,50.88,83,0,3.44
233,Ulundi,ZA,2022-04-14 08:26:57,-28.3352,31.4162,78.96,50,0,1.21
234,Padang,ID,2022-04-14 08:26:58,-0.9492,100.3543,89.65,72,71,5.97
235,Seoul,KR,2022-04-14 08:22:18,37.5683,126.9778,60.37,41,0,10.36
236,Barrow,US,2022-04-14 08:26:59,71.2906,-156.7887,-5.78,77,0,11.5
237,Soke,ML,2022-04-14 08:26:59,13.598,-5.9386,91.62,21,87,11.99
238,San Cristobal,VE,2022-04-14 08:27:00,7.7669,-72.225,67.66,65,100,1.36
239,La Ronge,CA,2022-04-14 08:23:26,55.1001,-105.2842,17.85,73,40,13.8
240,Borisoglebskiy,RU,2022-04-14 08:27:01,57.2586,39.1508,42.64,65,14,10.89
241,Guaratinga,BR,2022-04-14 08:27:01,-16.5667,-39.5667,70.68,97,22,3.33
242,Mastung,PK,2022-04-14 08:27:02,29.7994,66.845,78.28,7,0,21.68
243,Nyurba,RU,2022-04-14 08:27:03,63.2842,118.3319,32.61,80,100,10.51
244,Petropavlovsk-Kamchatskiy,RU,2022-04-14 08:27:04,53.0452,158.6483,34.39,44,75,15.66
245,Hobyo,SO,2022-04-14 08:27:04,5.3505,48.5268,86.74,60,47,10.42
246,Slantsy,RU,2022-04-14 08:27:05,59.1182,28.0914,42.24,65,100,2.35
247,Hachinohe,JP,2022-04-14 08:27:05,40.5,141.5,38.86,88,100,9.44
248,Port Lincoln,AU,2022-04-14 08:27:06,-34.7333,135.8667,66.16,80,100,11.92
249,Bashtanka,UA,2022-04-14 08:27:06,47.4072,32.4387,53.98,68,82,16.71
250,Bengkulu,ID,2022-04-14 08:27:07,-3.8004,102.2655,84.99,66,49,8.16
251,Bjorkelangen,NO,2022-04-14 08:27:07,59.8848,11.5694,38.39,99,100,4.85
252,Nouadhibou,MR,2022-04-14 08:27:08,20.931,-17.0347,62.58,88,0,23.02
253,Clyde River,CA,2022-04-14 08:27:09,70.4692,-68.5914,-14.57,76,40,5.75
254,Sorong,ID,2022-04-14 08:27:10,-0.8833,131.25,84.33,74,100,6.11
255,Ambilobe,MG,2022-04-14 08:27:10,-13.2,49.05,89.1,53,23,6.38
256,Chicama,PE,2022-04-14 08:27:11,-7.8447,-79.1469,61.34,82,94,5.17
257,Nanortalik,GL,2022-04-14 08:27:12,60.1432,-45.2371,32.43,90,70,7.87
258,Ancud,CL,2022-04-14 08:27:12,-41.8697,-73.8203,47.79,91,83,5.55
259,Ekhabi,RU,2022-04-14 08:27:13,53.5102,142.9671,28.99,69,2,8.59
260,Caldas Novas,BR,2022-04-14 08:27:14,-17.7417,-48.625,66.18,91,0,1.05
261,Cherusti,RU,2022-04-14 08:27:14,55.5498,40.0107,40.95,77,88,11.77
262,Princeton,US,2022-04-14 08:27:15,25.5384,-80.4089,77.02,84,0,9.22
263,Kamogawa,JP,2022-04-14 08:27:15,35.1,140.1,54.14,89,100,16.04
264,Eureka,US,2022-04-14 08:27:16,40.8021,-124.1637,47.01,78,100,3.98
265,Baykit,RU,2022-04-14 08:27:17,61.67,96.37,39.96,82,100,13.85
266,Dhidhdhoo,MV,2022-04-14 08:27:17,6.8833,73.1,84.31,71,97,6.89
267,Lubao,PH,2022-04-14 08:27:18,14.9167,120.55,92.91,46,53,12.75
268,Tazovskiy,RU,2022-04-14 08:27:18,67.4667,78.7,32.54,99,100,11.27
269,Aklavik,CA,2022-04-14 08:28:19,68.2191,-135.0107,-17.45,100,19,3.33
270,Waitati,NZ,2022-04-14 08:28:20,-45.75,170.5667,52.81,71,50,3.6
271,Camacha,PT,2022-04-14 08:28:20,33.0833,-16.3333,58.42,72,40,11.5
272,Muroto,JP,2022-04-14 08:28:21,33.2833,134.15,66.65,94,100,11.77
273,Palmer,US,2022-04-14 08:28:21,42.1584,-72.3287,58.24,64,100,6.91
274,Sinnamary,GF,2022-04-14 08:28:22,5.3833,-52.95,76.8,89,99,12.82
275,Fukue,JP,2022-04-14 08:28:23,32.6881,128.8419,61.16,100,75,20.71
276,Urumqi,CN,2022-04-14 08:28:23,43.801,87.6005,65.35,9,0,11.18
277,Elban,RU,2022-04-14 08:28:24,50.1018,136.5094,36.72,68,100,8.46
278,Emilio Carranza,MX,2022-04-14 08:28:24,19.9711,-96.6114,80.62,67,100,5.17
279,Kushmurun,KZ,2022-04-14 08:28:26,52.4503,64.6311,69.28,38,92,7.49
280,Caala,AO,2022-04-14 08:28:26,-12.8525,15.5606,61.59,88,98,3.47
281,Sambava,MG,2022-04-14 08:28:27,-14.2667,50.1667,83.32,70,15,12.75
282,The Valley,AI,2022-04-14 08:28:28,18.217,-63.0578,77.09,73,6,20.78
283,Itarema,BR,2022-04-14 08:28:28,-2.9248,-39.9167,75.51,89,100,4.05
284,Kualakapuas,ID,2022-04-14 08:28:29,-3.0091,114.3876,79.54,88,100,4.36
285,Opuwo,NA,2022-04-14 08:28:30,-18.0607,13.84,73.47,55,1,1.86
286,Dunedin,NZ,2022-04-14 08:28:30,-45.8742,170.5036,52.81,71,81,3.91
287,Okha,RU,2022-04-14 08:28:31,53.5739,142.9478,28.92,70,1,9.1
288,Matara,LK,2022-04-14 08:28:32,5.9485,80.5353,86.59,66,46,9.24
289,Los Llanos De Aridane,ES,2022-04-14 08:28:32,28.6585,-17.9182,61.12,80,40,14.97
290,Borger,NL,2022-04-14 08:28:32,52.9233,6.7931,58.86,80,5,6.91
291,Gushikawa,JP,2022-04-14 08:28:33,26.3544,127.8686,76.23,79,100,9.22
292,Meadow Lake,US,2022-04-14 08:28:33,34.8014,-106.5436,44.11,16,0,3.69
293,Touho,NC,2022-04-14 08:28:34,-20.7833,165.2333,75.43,85,83,6.13
294,Asuncion,PY,2022-04-14 08:28:12,-25.3007,-57.6359,60.24,72,0,10.36
